LINK,A,B,a0,a1,a2,a3,a4
151,80,7245,45.108521965166538,0,0,0,2640.09639302
152,81,4822,26.365656263074982,0,0,0,1543.12025682
153,81,10139,59.394313050340259,0,0,0,8.90914695755
154,81,5912,44.55089111697616,0,0,0,6.68263366755
155,82,8860,11.521240621780482,0,0,0,42.1444558639
156,82,5775,1.2875051828911275,0,0,0,75.3546700549
157,83,7897,23.907672979434697,0,0,0,87.4537648996
158,84,459,14.753163128745634,0,0,0,0.90643434263
159,84,2284,12.232763020173033,0,0,0,0.751580959959
160,84,2681,50.274944317840891,0,0,0,2942.4750218
161,84,13250,60.348884729483203,0,0,0,3532.07921599
162,85,1247,104.87180304622515,0,0,0,6137.90159576
163,85,5142,29.232092669115424,0,0,0,1710.88608214
164,85,7895,37.249306335128004,0,0,0,2180.11486552
165,86,1969,1.6389870436601375,0,0,0,0.374711258267
166,86,8595,74.386078989823304,0,0,0,4353.64339767
167,87,2712,0.83776264740327655,0,0,0,32.1700856603
168,87,11942,13.760782402928275,0,0,0,528.414044272
169,88,229,4.657753700508116,0,0,0,272.607441091
170,89,14609,2.1054848219157707,0,0,0,7.70181919311
171,89,3783,3.2658384462604921,0,0,0,7.83801227103
172,90,3963,5.355390293868755,0,0,0,12.8529367053
173,91,6194,4.0812313462604317,0,0,0,14.9290584225
174,92,9295,4.3037006133744882,0,0,0,15.7428463224
175,93,6846,2.7984945902496596,0,0,0,0.00733981232604
176,94,92,2.9949070698343037,0,0,0,10.9553070684
177,95,4649,9.6227180006257509,0,0,0,1.44340770009
178,95,5440,1.6218510072798455,0,0,0,62.2790786795
179,95,13150,11.495278271307138,0,0,0,1.7242917407
180,95,3581,15.9887674081083,0,0,0,2.39831511122
181,96,13383,1.097922357991193,0,0,0,64.2588302802
182,96,656,73.854848018293154,0,0,0,4322.55169014
183,97,6944,0.98877503320046289,0,0,0,0.226057392135
184,97,10712,34.723779911304703,0,0,0,2032.30170491
185,98,2628,15.225558931001698,0,0,0,0.0974930776437
186,98,1068,30.259897025848357,0,0,0,110.690066853
187,99,13266,8.7903950735634595,0,0,0,32.1550802874
188,100,2360,6.0220959410534567,0,0,0,14.4530302585
189,100,626,21.195624510812575,0,0,0,77.5331486449
190,101,8259,1.9216832206949737,0,0,0,4.61203972967
191,102,3829,4.278662549035432,0,0,0,15.6512576096
192,103,2074,106.57713948243085,0,0,0,389.856934549
193,103,3920,43.156461980369926,0,0,0,1.2787099846
194,103,4746,76.739982256108348,0,0,0,2.27377725203
195,103,1234,66.307165947259065,0,0,0,242.550218371
196,104,5044,1.8093080899348162,0,0,0,6.61841093712
197,105,5037,1.5373305953649719,0,0,0,5.62352298259
198,106,3364,2.1159866484685752,0,0,0,123.84375446
199,106,13080,6.7356336569556952,0,0,0,394.220899904
200,107,11103,8.4176499559417817,0,0,0,30.7915864872
201,107,4699,13.281555154237354,0,0,0,31.8757323702
202,107,13162,17.828730336281915,0,0,0,2.67430955044
203,108,8112,2.4232472413104404,0,0,0,141.826999034
204,108,7236,65.098441066750823,0,0,0,3810.05965091
205,109,1612,1.0083721891797186,0,0,0,38.7214920645
206,109,496,26.827466604296216,0,0,0,64.3859198503
207,110,7088,7.7561525793849988,0,0,0,0.0203426172426
208,111,2052,13.049928147250382,0,0,0,0.386664537696
209,112,12748,8.8114491140940352,0,0,0,0.0231104190958
210,113,1022,2.5181864759409418,0,0,0,147.383570608
211,113,9313,78.719429262303123,0,0,0,287.954016506
212,113,4297,89.358713572416761,0,0,0,5229.95671572
213,114,10240,29.910850151504491,0,0,0,109.413260728
214,115,4781,1.3592394155442356,0,0,0,52.1947935569
215,115,10475,2.1716775317960861,0,0,0,83.392417221
216,116,6215,29.868501106091099,0,0,0,1748.13358097
217,116,9681,5.7072550761465539,0,0,0,334.032304411
218,116,7632,66.600541742936173,0,0,0,3897.97409378
219,117,4103,19.987080274965475,0,0,0,0.127982294637
220,117,6806,41.295626343905653,0,0,0,151.058532579
221,118,4475,8.275023234688156,0,0,0,30.2698609408
222,118,13242,54.546208410729186,0,0,0,3192.46212921
223,118,6215,14.927155608738463,0,0,0,873.651539972
224,119,10615,13.507602915594862,0,0,0,518.691951959
225,120,8370,137.80405976134827,0,0,0,8065.34963395
226,120,14264,37.366728277525695,0,0,0,2186.98729745
227,121,4716,8.723906578517056,0,0,0,0.0558613647795
228,122,8608,10.957834933326369,0,0,0,32.2880319703
229,123,11543,33.129635209388816,0,0,0,0.0868914686183
230,124,13157,16.784158605453374,0,0,0,0.0440210156717
231,125,11597,1.7004677652187992,0,0,0,0.00445993867799
232,126,10142,20.249966750362546,0,0,0,0.599999014826
233,126,776,20.559098958479662,0,0,0,75.2047515628
234,126,12471,5.3376501415497168,0,0,0,0.327945224697
235,127,6763,0.4450595724892415,0,0,0,0.00116728963756
236,128,3480,27.26969702299882,0,0,0,12.9278563665
237,129,7920,118.14434255036387,0,0,0,6914.71232119
238,129,130,1.0703420744892196,0,0,0,62.6446207291
239,129,8257,28.133326587640763,0,0,0,67.5199838103
240,130,5925,61.48773180666047,0,0,0,147.570556336
241,130,129,1.0703420744892196,0,0,0,62.6446207291
242,130,2856,70.688106439982434,0,0,0,4137.20970476
243,131,5640,11.138531411056073,0,0,0,0.330030560328
244,131,13435,23.798984616351969,0,0,0,87.0561851536
245,132,3730,10.257564003184079,0,0,0,37.5219533724
246,133,7769,13.640293263494851,0,0,0,49.8959058564
247,133,11286,17.791987270131624,0,0,0,65.0827152085
248,134,12214,32.844401212191286,0,0,0,7.50900805034
249,135,11459,17.183012853173029,0,0,0,1005.6815936
250,135,11460,7.3138486600568182,0,0,0,428.062473017
251,136,6049,93.624186283658346,0,0,0,5479.60486708
252,136,6049,93.624186283658346,0,0,0,5479.60486708
253,136,3849,25.040786711605747,0,0,0,1465.57873758
254,137,1583,3.8697676571070811,0,0,0,14.1555286954
255,138,2144,3.0530005720474915,0,0,0,178.684990042
256,138,10201,9.8697619353773867,0,0,0,577.654105043
257,139,9088,33.4966897199511,0,0,0,1960.48298315
258,139,8645,40.506569863477786,0,0,0,2370.75488913
259,139,2130,35.418904051444237,0,0,0,2072.98569666
260,139,12834,20.043498964131068,0,0,0,1173.09916205
261,140,3335,18.853466055883395,0,0,0,1103.44931649
262,140,2291,10.208534034536369,0,0,0,597.481644454
263,141,10318,0.89504299891503658,0,0,0,0.134256449837
264,141,526,33.456594432536306,0,0,0,5.01848916488
265,142,4565,50.310540379283488,0,0,0,2944.55837611
266,142,7310,158.54976650610064,0,0,0,9279.54737667
267,143,5965,2.2306937915794225,0,0,0,8.15983097057
268,144,3115,60.420743988722769,0,0,0,3536.28497053
269,144,9015,52.869489085287334,0,0,0,3094.3276648
270,145,14144,1.5764759223020264,0,0,0,0.00199398938332
271,146,10279,14.513314412749146,0,0,0,849.430381725
272,146,12375,7.9837166780064397,0,0,0,467.268282938
273,146,823,4.7783577894953861,0,0,0,279.666116623
274,147,13014,19.657711437660279,0,0,0,71.9074949709
275,147,3672,7.9203826908993333,0,0,0,19.0089184582
276,148,4161,8.2328906319490169,0,0,0,481.851852259
277,148,14341,2.6263651881218499,0,0,0,1.24509164474
278,149,9671,8.9765913613312858,0,0,0,1.3464887042
279,149,478,12.988802722223562,0,0,0,1.94832040833
280,150,9051,9.3889164411866481,0,0,0,0.576855026147
281,150,11753,14.281008895644229,0,0,0,2.14215133435
282,151,11060,12.574007903633012,0,0,0,45.9954564376
283,151,12796,3.7784180219494172,0,0,0,0.232146003269
284,151,12366,7.17651941308843,0,0,0,0.44092535274
285,152,7589,1.557860168055279,0,0,0,91.1779156429
286,152,12662,9.1919227271940454,0,0,0,33.6238599989
287,152,1754,0.83371276438416886,0,0,0,48.7952601011
288,153,11129,85.132149953564564,0,0,0,4982.58582261
289,153,3868,69.979684224299646,0,0,0,4095.74740773
290,154,2924,3.3310593758243363,0,0,0,0.00873660815734
291,155,1049,1.5586895099588118,0,0,0,0.00998068038786
292,156,1671,12.723657539171523,0,0,0,744.685946508
293,156,13374,3.4224336638828827,0,0,0,200.307045714
294,157,6897,53.822909933541908,0,0,0,3150.12915935
295,158,5669,33.136959547746535,0,0,0,1939.42881669
296,158,12068,6.5312496994437419,0,0,0,382.258784421
297,159,2311,43.388097637773043,0,0,0,2539.40397697
298,159,3871,45.984790316739641,0,0,0,2.82530551706
299,159,7740,28.080695607738786,0,0,0,1643.49750242
300,159,5498,8.2250222178897054,0,0,0,315.840853167
301,160,7721,23.809514004574275,0,0,0,0.152458297789
302,161,6219,18.641821682148148,0,0,0,68.1913916128
303,162,163,6.0684679376549244,0,0,0,233.029168806
304,162,13203,17.290239675946303,0,0,0,663.945203556
305,163,162,6.0684679376549244,0,0,0,233.029168806
306,163,3875,47.1325854553521,0,0,0,1809.89128149
307,164,14325,110.09743071124956,0,0,0,402.734085821
308,164,6150,1.28884203914022,0,0,0,0.294659816904
309,165,4110,2.965889454710946,0,0,0,0.678072577666
310,165,5474,13.854015155858036,0,0,0,10.010409095
311,166,264,0.39324117008308829,0,0,0,15.1004609312
312,166,6150,69.096455837650026,0,0,0,252.753382122
313,167,4066,5.0928004495015502,0,0,0,0.150897791096
314,168,6242,3.3875169457348404,0,0,0,0.774466608536
315,169,4789,1.0670784970175966,0,0,0,0.505874250438
316,170,5546,43.532451166853448,0,0,0,2547.85265174
317,170,13820,1.785637011968207,0,0,0,104.509162109
318,171,9387,4.1631559720548701,0,0,0,1.97364431268
319,172,171,4.8287913698538016,0,0,0,2.28920479756
320,172,2001,25.38830239847919,0,0,0,92.8698761718
321,173,8822,3.3546063198224485,0,0,0,0.76694245995
322,174,14484,35.739456852351715,0,0,0,0.0937364348836
323,175,12227,47.66516581446578,0,0,0,22.5968193491
324,175,2238,0.78053853205118584,0,0,0,45.6830965261
325,175,2489,25.764657177418357,0,0,0,1507.9451846
326,176,6558,11.340249977361482,0,0,0,0.0297428863555
327,177,2756,19.502594857301709,0,0,0,4.45875511141
328,178,10253,1.4240210979139756,0,0,0,0.0037348821911
329,179,10252,1.3918676863403909,0,0,0,0.00365055113418
330,180,2565,35.723102078785949,0,0,0,2090.78969643
331,180,2538,9.55765494900443,0,0,0,559.387212379
332,180,10228,11.653334105167866,0,0,0,682.042416763
333,181,182,0.72483329235244565,0,0,0,0.165714058608
334,182,2276,7.1741653072441851,0,0,0,1.64018411231
335,183,2692,1.1232540480702315,0,0,0,0.168488107211
336,183,8707,29.66079293457388,0,0,0,4.44911894019
337,184,917,305.3218208431382,0,0,0,17869.7727791
338,184,14245,161.8128313636729,0,0,0,9470.52693852
339,184,10133,55.297352408214145,0,0,0,3236.42483231
340,184,185,29.6021523694561,0,0,0,1732.54481175
341,185,186,5.0859426934677687,0,0,0,297.66834237
342,185,184,29.6021523694561,0,0,0,1732.54481175
343,185,13636,53.542391727305692,0,0,0,3133.71108418
344,186,185,5.0859426934677687,0,0,0,297.66834237
345,187,12935,1.0718149483896413,0,0,0,0.00686310029448
346,188,8032,50.655868740993483,0,0,0,2964.76963825
347,188,12640,60.703837807268116,0,0,0,3552.85379027
348,188,6071,22.555418032177286,0,0,0,1320.11591592
349,188,189,36.434049817231561,0,0,0,2132.3998064
350,189,9384,12.516516078487225,0,0,0,732.562440808
351,189,188,36.434049817231561,0,0,0,2132.3998064
352,189,13219,20.644982683283938,0,0,0,1208.30259875
353,189,9804,71.38632244592003,0,0,0,4178.07465619
354,190,7552,20.295748880050926,0,0,0,4.64008890719
355,190,7417,104.29845948542567,0,0,0,6104.34513678
356,190,14065,21.417467427070203,0,0,0,4.89654033541
357,190,6111,35.339528546342159,0,0,0,2068.34003381
358,191,12743,6.1109770534642909,0,0,0,0.181065986769
359,191,4380,12.696009641173218,0,0,0,0.376178063442
360,192,5591,489.00699996198409,0,0,0,1788.77732039
361,193,192,3.2506532960444634,0,0,0,11.8908213847
362,194,4301,39.166331497799796,0,0,0,1503.98712952
363,194,5028,6.0764734712327817,0,0,0,355.641794384
364,194,11186,0.62934392942321959,0,0,0,36.8340297056
365,195,2082,9.2338413588073198,0,0,0,540.435159546
366,195,2719,26.845679987813298,0,0,0,1571.21492384
367,196,2563,10.857047923724844,0,0,0,0.028475557699
368,197,196,1.2847944682465213,0,0,0,0.00336972253129
369,198,6621,0.97721951587997924,0,0,0,3.57464843486
370,199,6854,53.19510385461377,0,0,0,25.2184196052
371,200,14016,51.167474087797736,0,0,0,11.6980964993
372,200,11091,1.0237092537730907,0,0,0,0.23404418239
373,200,201,11.367985934906553,0,0,0,665.341655084
374,201,7487,53.063087775725734,0,0,0,3105.6585438
375,201,11091,11.289096912609754,0,0,0,660.724464936
376,202,13323,13.60249822623617,0,0,0,49.7576524051
377,202,613,71.839660011305881,0,0,0,4204.60744465
378,203,2612,5.4240872989914672,0,0,0,19.8411972528
379,203,3190,12.104739661708306,0,0,0,44.278883079
380,204,3735,12.955018478484769,0,0,0,0.0163860221024
381,205,6970,1.300560080872512,0,0,0,0.00341107213343
382,206,7382,6.4608119126439734,0,0,0,0.0169452344406
383,207,8782,14.360396120359173,0,0,0,52.5300269606
384,208,805,30.952134426140606,0,0,0,1811.55610725
385,208,7503,3.8612141592271612,0,0,0,225.987842881
386,209,12768,2.7156640493145021,0,0,0,158.941471565
387,209,7504,14.530189212767686,0,0,0,850.418024341
388,210,5352,6.2457950028761484,0,0,0,0.282061564819
389,211,213,2.6801413349850662,0,0,0,9.80390063095
390,212,1211,15.869477928226182,0,0,0,58.0502164727
391,212,8607,10.728709807884183,0,0,0,0.0686986233515
392,213,13334,4.8368900875797403,0,0,0,17.6932422042
393,214,9599,5.774916793105783,0,0,0,1.3202827602
394,215,5004,27.431852319005984,0,0,0,6.2715711749
395,215,216,21.318659941392152,0,0,0,1247.73135459
396,215,6542,41.020275974248129,0,0,0,9.37820666992
397,216,9122,7.4982696271653761,0,0,0,1.12474044407
398,216,215,21.318659941392152,0,0,0,1247.73135459
399,216,9614,25.523784818708911,0,0,0,3.82856772281
400,216,5241,42.353928486604531,0,0,0,2478.87647292
401,217,11945,7.1820254291503467,0,0,0,420.347167321
402,217,7265,40.620877710748843,0,0,0,2377.44506035
403,217,557,7.2420917433653198,0,0,0,1.65571370447
404,218,832,1.7466330230983271,0,0,0,0.828033433173
405,219,9423,0.52020412512820557,0,0,0,0.0154134555594
406,220,4677,9.4623157295825457,0,0,0,1.41934735944
407,220,6292,1.1204193820201378,0,0,0,65.5755285316
408,220,11077,10.452868712047946,0,0,0,2.3897733681
409,220,2091,45.350916298568272,0,0,0,6.80263744479
410,221,4336,71.839835208883841,0,0,0,1.14895863058
411,221,2846,137.72581262783174,0,0,0,8060.77001205
412,221,12899,0.92284135734718009,0,0,0,0.0147593120042
413,222,14404,12.915703031203861,0,0,0,0.0338749399903
414,223,11279,30.294441357498606,0,0,0,110.816429291
415,223,5709,12.306587627200745,0,0,0,0.0322773693658
416,224,8274,31.04653421971009,0,0,0,7.09797307264
417,224,3015,17.447392542434883,0,0,0,8.27135646456
418,224,7738,2.9819983730404163,0,0,0,0.18321398004
419,225,6198,8.0707506441108556,0,0,0,0.239133352418
420,225,10657,9.4059739610995212,0,0,0,0.278695524773
421,226,10407,6.8437624590348838,0,0,0,1.02656436886
422,226,11070,3.7275505217562963,0,0,0,0.559132578263
423,227,8793,17.423958707143374,0,0,0,1019.78359146
424,227,8270,3.4772537410921651,0,0,0,203.515536744
425,227,2786,1.0690945984768148,0,0,0,62.5716088729
426,228,1870,1.3447065835067848,0,0,0,78.7025343799
427,228,2942,46.127496918310698,0,0,0,2699.73461616
428,228,268,10.863415488105753,0,0,0,635.810325778
429,229,227,17.137671007867457,0,0,0,1003.02784134
430,229,12586,1.3827473134295301,0,0,0,80.9289694188
431,230,5051,95.255680073591591,0,0,0,5575.09238657
432,230,5215,43.90621387587521,0,0,0,2569.72810979
433,230,3041,0.94595749584241151,0,0,0,55.3646819697
434,231,11086,61.123720089896757,0,0,0,3577.42851921
435,231,1630,1.4029932879412534,0,0,0,82.1139190016
436,232,2923,16.336405857018338,0,0,0,59.7582290152
437,232,10320,0.57899394204052013,0,0,0,0.0542194601417
438,232,14270,1.0327258000951218,0,0,0,0.0967088449289
439,233,3870,5.9426381877989964,0,0,0,0.89139572817
440,233,3871,4.7432960028792337,0,0,0,0.291428106417
441,234,6027,38.226554592295031,0,0,0,139.831932665
442,234,668,13.726446939911984,0,0,0,0.0878938870717
443,235,10546,9.8183599135994992,0,0,0,2.24470962817
444,235,3546,8.6134004562224398,0,0,0,1.96922735625
445,235,8448,8.4269956500237289,0,0,0,1.92661080247
446,235,8535,35.410620933610211,0,0,0,8.09570666063
447,236,8559,7.3098618845566987,0,0,0,1.09647928268
448,236,8348,20.97026100004765,0,0,0,76.7087736627
449,237,5657,74.31581267073264,0,0,0,4349.53087419
450,237,5834,62.385250408315756,0,0,0,3651.26294114
451,238,5380,34.068789881173885,0,0,0,81.7650957148
452,239,13433,5.1760152140684239,0,0,0,3.74000094498
453,239,5524,5.7432128853530546,0,0,0,4.14983741935
454,240,242,1.3831015236387916,0,0,0,5.05935628217
455,240,2471,66.197739380383595,0,0,0,2541.99319221
456,241,243,1.4324975279136265,0,0,0,5.24004582684
457,241,9411,118.92296642595359,0,0,0,4566.64191076
458,242,241,0.59007183571820665,0,0,0,22.6587584916
459,242,7985,75.512426284452133,0,0,0,276.222867067
460,242,9890,68.987283888090687,0,0,0,252.354033427
461,243,240,0.0,0,0,0,0.0
462,243,8425,71.660454764968264,0,0,0,16.3832772668
463,244,4142,20.551549183497464,0,0,0,75.1771346447
464,245,4359,22.087814828574686,0,0,0,5.04979762885
465,245,5369,6.4770563355125308,0,0,0,379.086973455
466,246,520,23.480230632486201,0,0,0,1374.24303656
467,246,6950,93.549450587190009,0,0,0,5475.23076139
468,246,519,97.758649822493624,0,0,0,5721.5853577
469,246,12840,73.502792617516761,0,0,0,4301.94671012
470,247,7167,39.851399361253748,0,0,0,2332.40929046
471,247,5464,106.04738667840368,0,0,0,6206.70575896
472,247,11723,40.96192737103592,0,0,0,2397.40590009
473,247,5329,39.686830794527033,0,0,0,2322.77747677
474,248,4910,22.52525824347201,0,0,0,864.969916549
475,249,1276,162.30029211224911,0,0,0,9499.05687717
476,249,9843,17.483039643092177,0,0,0,1023.24146059
477,249,5747,69.990459816350082,0,0,0,4096.37807796
478,250,12929,5.2813747717869459,0,0,0,12.6752994523
479,250,7051,17.54175897863119,0,0,0,64.1673853814
480,251,1190,44.429946339417896,0,0,0,2600.38094716
481,251,10437,19.350355046416411,0,0,0,4.42394948478
482,251,14203,12.713148671739305,0,0,0,2.90652690255
483,252,7617,30.222762118123597,0,0,0,1768.86765026
484,252,14310,100.80625017230417,0,0,0,6.19353601059
485,252,9157,9.9044025010300221,0,0,0,0.608526489663
486,253,13191,2.5533251316493968,0,0,0,149.440154024
487,254,9059,2.0522857849976894,0,0,0,120.11549176
488,254,9216,8.8521985331646178,0,0,0,518.098496683
489,255,11311,21.561686788213329,0,0,0,0.0565513812354
490,256,3085,9.7647581103147285,0,0,0,571.508476507
491,256,14303,5.121066990924743,0,0,0,299.724085431
492,257,4177,18.290640537985869,0,0,0,4.18167364837
493,257,6319,16.024435552147175,0,0,0,3.66356551261
494,258,6048,18.722007743769218,0,0,0,1095.75536863
