83.00,34.08,-118.22
84.00,33.94,-118.14
85.00,33.95,-118.15
86.00,33.94,-118.27
87.00,33.99,-118.24
88.00,34.01,-118.13
89.00,34.12,-117.79
90.00,34.15,-118.15
91.00,34.10,-118.25
92.00,33.93,-118.25
93.00,34.12,-117.87
94.00,33.93,-118.25
95.00,34.05,-118.24
96.00,33.88,-118.12
97.00,34.12,-117.83
98.00,34.07,-117.92
99.00,34.02,-118.17
100.00,33.87,-118.22
101.00,34.07,-118.13
102.00,34.11,-118.33
103.00,34.06,-118.33
104.00,34.05,-118.26
105.00,34.07,-118.10
106.00,34.15,-117.89
107.00,34.18,-118.31
108.00,34.06,-118.15
109.00,34.14,-117.96
110.00,34.05,-118.26
111.00,34.04,-118.17
112.00,33.92,-118.10
113.00,33.89,-118.07
114.00,33.94,-117.91
115.00,34.06,-118.09
116.00,34.07,-118.15
117.00,33.93,-118.32
118.00,34.07,-118.15
119.00,33.87,-118.34
120.00,34.07,-118.17
121.00,34.07,-118.10
122.00,34.07,-118.10
123.00,34.00,-117.86
124.00,33.99,-118.07
125.00,34.14,-117.97
126.00,33.95,-118.17
127.00,34.14,-117.99
128.00,33.93,-118.11
129.00,34.11,-118.07
130.00,34.11,-118.07
131.00,34.05,-118.17
132.00,34.00,-117.93
133.00,33.97,-118.17
134.00,34.15,-118.23
135.00,34.08,-118.22
136.00,34.14,-117.75
137.00,34.15,-118.28
138.00,34.10,-118.33
139.00,34.07,-118.03
140.00,34.07,-117.89
141.00,33.88,-117.92
142.00,34.04,-118.16
143.00,34.03,-118.22
144.00,33.97,-117.89
145.00,34.15,-118.27
146.00,33.89,-118.30
147.00,34.14,-118.02
148.00,33.91,-117.85
149.00,34.02,-118.22
150.00,34.08,-118.04
151.00,33.88,-118.14
152.00,34.10,-118.20
153.00,34.00,-117.99
154.00,34.06,-117.80
155.00,34.17,-118.30
156.00,34.08,-117.88
157.00,34.14,-118.17
158.00,34.11,-117.89
159.00,34.01,-118.09
160.00,33.92,-118.18
161.00,34.23,-118.29
162.00,34.02,-117.77
163.00,34.02,-117.77
164.00,34.10,-118.03
165.00,33.93,-117.89
166.00,34.11,-118.03
167.00,34.06,-117.80
168.00,34.06,-117.80
169.00,33.87,-118.00
170.00,33.91,-118.10
171.00,33.91,-117.88
172.00,33.91,-117.88
173.00,34.14,-118.19
174.00,34.07,-117.76
175.00,33.91,-117.88
176.00,33.91,-118.12
177.00,34.08,-118.23
178.00,33.98,-118.08
179.00,33.98,-118.08
180.00,34.14,-118.27
181.00,34.13,-117.95
182.00,34.13,-117.95
183.00,34.15,-118.05
184.00,33.97,-118.03
185.00,33.98,-118.03
186.00,33.98,-118.03
187.00,34.02,-118.17
188.00,34.10,-117.90
189.00,34.10,-117.90
190.00,33.90,-117.91
191.00,34.06,-118.28
192.00,34.22,-117.86
193.00,34.22,-117.86
194.00,34.14,-118.15
195.00,34.07,-118.26
196.00,34.15,-118.33
197.00,34.15,-118.33
198.00,33.87,-118.22
199.00,34.01,-117.92
200.00,34.04,-117.79
201.00,34.04,-117.79
202.00,34.11,-117.90
203.00,34.06,-118.26
204.00,33.94,-118.28
205.00,33.95,-118.09
206.00,33.95,-118.09
207.00,33.95,-118.09
208.00,34.07,-117.96
209.00,34.07,-117.98
210.00,34.21,-118.22
211.00,34.07,-118.03
212.00,34.07,-118.09
213.00,34.07,-118.03
214.00,34.12,-117.89
215.00,34.04,-118.25
216.00,34.04,-118.25
217.00,34.12,-117.91
218.00,33.92,-117.91
219.00,34.11,-118.25
220.00,34.13,-117.82
221.00,34.04,-117.95
222.00,33.88,-118.28
223.00,34.07,-117.80
224.00,34.04,-118.27
225.00,34.00,-118.18
226.00,34.00,-118.08
227.00,34.01,-118.13
228.00,34.01,-118.13
229.00,34.01,-118.13
230.00,34.13,-118.03
231.00,33.90,-118.10
232.00,34.07,-118.12
233.00,34.00,-118.09
234.00,33.93,-118.21
235.00,34.03,-118.26
236.00,33.87,-118.29
237.00,34.15,-117.78
238.00,34.02,-118.07
239.00,34.08,-118.23
240.00,33.90,-118.08
241.00,33.90,-118.08
242.00,33.90,-118.08
243.00,33.90,-118.08
244.00,34.04,-118.28
245.00,34.07,-118.29
246.00,33.97,-118.22
247.00,33.94,-118.05
248.00,33.90,-118.24
249.00,34.20,-118.13
250.00,34.14,-118.02
251.00,33.89,-118.23
252.00,34.00,-117.89
253.00,34.00,-117.89
254.00,34.15,-118.16
255.00,34.15,-118.15
256.00,33.94,-117.91
257.00,34.03,-118.08
258.00,34.03,-118.01
259.00,34.17,-118.31
260.00,34.11,-118.28
261.00,34.08,-118.23
262.00,34.12,-117.88
263.00,34.09,-118.23
264.00,34.11,-118.03
265.00,33.90,-118.10
266.00,33.89,-117.94
267.00,34.03,-118.22
268.00,34.01,-118.13
269.00,34.16,-118.30
270.00,34.07,-118.27
271.00,34.06,-117.79
272.00,34.06,-117.79
273.00,33.97,-118.32
274.00,34.06,-117.79
275.00,34.19,-118.20
276.00,33.91,-118.18
277.00,34.08,-118.23
278.00,34.15,-118.15
279.00,33.99,-117.91
280.00,34.10,-118.28
281.00,34.03,-118.26
282.00,33.88,-118.09
283.00,34.03,-118.27
284.00,34.18,-118.17
285.00,34.18,-118.16
286.00,34.18,-118.17
287.00,34.00,-118.17
288.00,34.16,-118.29
289.00,34.07,-118.27
290.00,34.07,-118.27
291.00,34.15,-118.12
292.00,34.11,-118.30
293.00,34.15,-118.11
294.00,34.10,-118.32
295.00,34.09,-117.96
296.00,34.15,-118.12
297.00,33.99,-117.89
298.00,34.11,-118.33
299.00,34.00,-117.87
300.00,33.92,-118.08
301.00,34.03,-118.22
302.00,34.03,-118.22
303.00,34.03,-118.25
304.00,34.10,-118.33
305.00,34.06,-118.25
306.00,34.12,-117.91
307.00,34.14,-117.97
308.00,33.89,-117.81
309.00,33.90,-118.26
310.00,33.94,-118.13
311.00,34.08,-118.26
312.00,34.08,-118.26
313.00,33.89,-117.87
314.00,34.10,-118.33
315.00,34.18,-118.16
316.00,33.88,-118.10
317.00,34.03,-118.24
318.00,34.08,-118.31
319.00,34.06,-118.25
320.00,34.07,-117.91
321.00,34.08,-118.30
322.00,33.93,-118.26
323.00,34.09,-118.19
324.00,33.88,-118.33
325.00,34.09,-118.21
326.00,33.92,-118.32
327.00,34.06,-118.31
328.00,34.06,-118.31
329.00,34.01,-117.97
330.00,34.03,-118.03
331.00,33.88,-118.31
332.00,33.97,-118.11
333.00,33.97,-118.11
334.00,34.12,-118.11
335.00,34.06,-118.02
336.00,33.97,-118.11
337.00,33.91,-118.13
338.00,34.07,-117.96
339.00,34.13,-117.92
340.00,34.05,-118.25
341.00,34.07,-118.18
342.00,33.88,-117.99
343.00,33.87,-118.19
344.00,33.94,-117.94
345.00,34.06,-118.17
346.00,34.04,-118.03
347.00,34.01,-118.27
348.00,34.01,-117.92
349.00,34.01,-117.92
350.00,34.16,-118.25
351.00,33.92,-117.85
352.00,34.06,-118.24
353.00,34.14,-118.13
354.00,34.15,-118.13
355.00,34.06,-118.10
356.00,33.88,-118.18
357.00,34.07,-118.22
358.00,34.05,-117.81
359.00,34.05,-117.81
360.00,34.11,-117.98
361.00,34.10,-118.32
362.00,33.95,-118.08
363.00,34.07,-118.30
364.00,34.00,-118.17
365.00,34.07,-118.05
366.00,34.07,-118.05
367.00,34.07,-118.05
368.00,33.92,-118.11
369.00,33.94,-118.10
370.00,34.07,-118.06
371.00,33.87,-118.20
372.00,34.07,-118.10
373.00,34.03,-118.17
374.00,33.96,-118.28
375.00,34.14,-118.28
376.00,34.07,-118.07
377.00,34.07,-118.07
378.00,33.88,-118.12
379.00,34.19,-118.32
380.00,34.07,-118.06
381.00,33.94,-118.06
382.00,34.13,-117.95
383.00,34.00,-118.18
384.00,33.97,-118.07
385.00,34.00,-118.18
386.00,33.98,-117.86
387.00,34.20,-118.19
388.00,33.99,-118.16
389.00,34.16,-118.09
390.00,34.13,-117.95
391.00,34.19,-118.33
392.00,34.16,-118.26
393.00,34.16,-118.26
394.00,34.12,-117.87
395.00,34.12,-117.83
396.00,34.12,-117.83
397.00,34.12,-118.27
398.00,33.99,-118.20
399.00,33.89,-118.02
400.00,34.11,-118.27
401.00,33.92,-118.28
402.00,33.90,-118.15
403.00,34.08,-118.22
404.00,34.07,-118.04
405.00,33.91,-118.06
406.00,34.05,-118.22
407.00,34.09,-118.10
408.00,34.09,-118.09
409.00,34.06,-118.25
410.00,34.00,-118.08
411.00,34.00,-118.08
412.00,34.00,-118.08
413.00,34.00,-118.08
414.00,34.07,-118.02
415.00,34.03,-118.26
416.00,34.03,-118.26
417.00,33.92,-117.99
418.00,34.06,-118.16
419.00,34.05,-118.26
420.00,34.05,-118.26
421.00,34.23,-118.26
422.00,34.13,-118.17
423.00,34.11,-117.99
424.00,34.10,-118.24
425.00,34.05,-118.28
426.00,33.96,-118.11
427.00,34.15,-118.32
428.00,34.01,-118.28
429.00,34.03,-118.21
430.00,34.04,-118.26
431.00,34.00,-118.28
432.00,34.04,-118.22
433.00,33.88,-118.19
434.00,33.88,-118.19
435.00,33.89,-118.19
436.00,33.92,-118.20
437.00,33.88,-117.86
438.00,34.02,-118.17
439.00,34.08,-117.91
440.00,33.94,-118.03
441.00,34.01,-118.07
442.00,33.93,-118.34
443.00,34.04,-118.06
444.00,33.93,-118.32
445.00,34.11,-118.24
446.00,34.10,-117.98
447.00,33.89,-117.78
448.00,34.05,-117.78
449.00,34.06,-118.12
450.00,33.92,-118.21
451.00,33.88,-118.19
452.00,34.08,-118.29
453.00,34.08,-118.29
454.00,34.03,-118.25
455.00,33.99,-118.33
456.00,34.12,-118.23
457.00,34.07,-117.95
458.00,34.06,-117.95
459.00,33.95,-118.14
460.00,34.01,-118.27
461.00,34.06,-118.25
462.00,34.01,-118.28
463.00,34.05,-118.22
464.00,34.15,-118.13
465.00,34.03,-118.25
466.00,33.89,-118.19
467.00,34.01,-118.28
468.00,33.89,-117.88
469.00,33.89,-117.88
470.00,34.11,-118.17
471.00,34.12,-118.17
472.00,34.11,-118.17
473.00,33.92,-117.92
474.00,34.20,-118.24
475.00,34.05,-118.26
476.00,33.89,-118.29
477.00,34.05,-117.82
478.00,34.02,-118.22
479.00,34.05,-118.25
480.00,34.05,-118.25
481.00,34.05,-118.25
482.00,34.06,-118.25
483.00,34.05,-118.25
484.00,34.06,-118.25
485.00,34.06,-118.26
486.00,34.06,-118.26
487.00,34.01,-118.21
488.00,34.02,-117.81
489.00,34.05,-118.27
490.00,34.02,-117.81
491.00,34.02,-117.81
492.00,34.14,-118.13
493.00,34.08,-118.26
494.00,34.16,-118.16
495.00,33.87,-118.17
496.00,34.14,-117.95
497.00,34.15,-118.28
498.00,34.01,-118.27
499.00,33.99,-118.11
500.00,34.07,-117.85
501.00,34.01,-118.28
502.00,33.96,-117.86
503.00,34.07,-118.11
504.00,34.05,-118.27
505.00,34.12,-117.79
506.00,34.07,-117.97
507.00,34.16,-118.26
508.00,34.14,-118.12
509.00,33.93,-118.30
510.00,34.07,-117.86
511.00,34.10,-118.33
512.00,34.07,-117.87
513.00,34.14,-118.12
514.00,33.92,-117.97
515.00,34.09,-118.21
516.00,34.04,-118.26
517.00,34.15,-118.23
518.00,34.05,-118.25
519.00,33.97,-118.21
520.00,33.97,-118.23
521.00,34.07,-118.02
522.00,33.91,-118.11
523.00,33.91,-118.11
524.00,34.07,-118.15
525.00,33.90,-118.19
526.00,33.88,-117.92
527.00,34.06,-118.28
528.00,33.87,-118.06
529.00,34.15,-118.16
530.00,33.88,-118.00
531.00,34.26,-118.29
532.00,34.26,-118.29
533.00,34.25,-118.29
534.00,33.99,-117.89
535.00,33.91,-118.10
536.00,34.07,-118.15
537.00,34.05,-118.22
538.00,33.94,-117.99
539.00,33.87,-118.20
540.00,34.13,-117.96
541.00,34.12,-118.22
542.00,34.12,-118.22
543.00,33.88,-118.19
544.00,34.15,-118.31
545.00,33.99,-117.87
546.00,34.17,-118.16
547.00,34.08,-117.77
548.00,33.97,-118.08
549.00,34.12,-117.86
550.00,34.01,-118.26
551.00,34.26,-118.30
552.00,34.10,-118.19
553.00,33.93,-118.28
554.00,34.01,-118.17
555.00,33.94,-118.00
556.00,34.12,-117.91
557.00,34.12,-117.91
558.00,34.01,-118.24
559.00,34.10,-118.11
560.00,34.06,-118.20
561.00,34.07,-118.29
562.00,34.04,-118.22
563.00,34.02,-118.12
564.00,34.07,-118.20
565.00,34.08,-118.19
566.00,34.10,-118.07
567.00,34.10,-118.08
568.00,34.12,-118.27
569.00,34.01,-117.83
570.00,33.89,-118.04
571.00,33.89,-118.04
572.00,34.07,-118.22
573.00,34.00,-117.93
574.00,34.06,-118.21
575.00,34.03,-118.23
576.00,33.94,-118.12
577.00,34.07,-118.11
578.00,33.90,-118.06
579.00,34.12,-118.27
580.00,33.90,-118.22
581.00,34.05,-118.01
582.00,34.01,-118.11
583.00,33.94,-117.99
584.00,34.08,-118.22
585.00,33.93,-118.14
586.00,34.12,-118.06
587.00,34.05,-118.21
588.00,34.15,-118.14
589.00,33.87,-118.20
590.00,33.87,-118.20
591.00,34.06,-117.96
592.00,33.92,-118.13
593.00,33.89,-118.10
594.00,33.92,-118.08
595.00,34.14,-118.19
596.00,34.06,-118.18
597.00,33.93,-118.11
598.00,34.06,-118.22
599.00,34.10,-118.01
600.00,34.21,-118.34
601.00,34.07,-117.95
602.00,34.07,-117.94
603.00,34.04,-118.27
604.00,34.19,-118.15
605.00,34.12,-118.26
606.00,34.03,-118.14
607.00,34.03,-118.14
608.00,33.89,-118.15
609.00,34.04,-118.08
610.00,33.97,-118.28
611.00,34.01,-118.16
612.00,33.93,-117.99
613.00,34.11,-117.91
614.00,34.09,-117.91
615.00,34.05,-118.25
616.00,33.87,-117.88
617.00,34.09,-118.16
618.00,34.14,-117.87
619.00,34.16,-118.30
620.00,34.15,-118.35
621.00,34.16,-118.27
622.00,34.16,-118.27
623.00,33.88,-118.10
624.00,33.95,-118.24
625.00,33.87,-118.22
626.00,33.87,-118.22
627.00,34.23,-118.29
628.00,34.14,-117.87
629.00,34.07,-117.96
630.00,33.97,-118.31
631.00,33.97,-118.31
632.00,33.96,-118.11
633.00,34.05,-118.27
634.00,34.15,-118.09
635.00,33.87,-117.84
636.00,34.03,-118.14
637.00,34.03,-118.14
638.00,34.06,-118.22
639.00,34.04,-118.16
640.00,33.95,-118.05
641.00,34.11,-118.19
642.00,33.87,-117.91
643.00,34.07,-117.93
644.00,34.07,-118.13
645.00,34.05,-118.00
646.00,33.99,-117.89
647.00,34.00,-117.76
648.00,34.01,-118.22
649.00,34.18,-118.31
650.00,34.05,-118.28
651.00,34.08,-118.26
652.00,34.03,-117.95
653.00,34.15,-118.09
654.00,34.06,-118.01
655.00,33.93,-118.22
656.00,33.89,-118.12
657.00,34.11,-118.25
658.00,33.90,-117.86
659.00,34.07,-118.09
660.00,33.90,-118.12
661.00,33.93,-118.21
662.00,33.93,-118.21
663.00,34.06,-118.17
664.00,34.06,-118.17
665.00,34.06,-118.17
666.00,34.00,-117.87
667.00,34.08,-118.13
668.00,33.93,-118.21
669.00,34.01,-118.06
670.00,34.05,-117.82
671.00,34.03,-118.17
672.00,34.14,-118.15
673.00,34.02,-118.22
674.00,33.87,-118.17
675.00,34.05,-118.26
676.00,34.08,-118.06
677.00,34.03,-118.01
678.00,34.08,-118.30
679.00,34.20,-118.34
680.00,34.10,-118.29
681.00,34.09,-117.94
682.00,34.03,-118.17
683.00,33.93,-118.28
684.00,33.93,-118.28
685.00,33.90,-117.93
686.00,34.17,-118.11
687.00,34.21,-118.21
688.00,33.92,-118.19
689.00,33.99,-118.32
690.00,34.00,-118.18
691.00,34.13,-118.13
692.00,34.04,-118.17
693.00,33.92,-118.24
694.00,33.99,-118.18
695.00,34.06,-117.82
696.00,33.87,-118.06
697.00,33.87,-118.06
698.00,34.07,-118.10
699.00,34.02,-118.05
700.00,34.04,-118.20
701.00,34.16,-118.30
702.00,34.10,-118.19
703.00,34.11,-118.18
704.00,34.10,-118.18
705.00,34.11,-118.18
706.00,34.07,-117.94
707.00,34.18,-118.17
708.00,34.07,-118.16
709.00,33.88,-117.92
710.00,34.08,-118.00
711.00,33.92,-118.29
712.00,33.91,-118.12
713.00,34.03,-118.27
714.00,33.93,-118.18
715.00,34.12,-118.24
716.00,34.10,-118.06
717.00,34.06,-117.78
718.00,33.92,-118.29
719.00,33.93,-118.24
720.00,33.87,-118.22
721.00,33.87,-118.21
722.00,34.10,-117.86
723.00,34.06,-118.13
724.00,34.07,-118.03
725.00,34.07,-117.98
726.00,34.07,-118.03
727.00,34.16,-118.24
728.00,33.94,-117.89
729.00,33.88,-118.06
730.00,34.14,-118.19
731.00,34.10,-117.86
732.00,34.10,-117.82
733.00,34.06,-117.91
734.00,33.92,-117.90
735.00,33.92,-117.88
736.00,33.91,-118.28
737.00,34.13,-117.92
738.00,33.88,-118.10
739.00,34.07,-118.05
740.00,34.11,-117.98
741.00,34.18,-118.31
742.00,34.10,-117.76
743.00,34.12,-118.27
744.00,34.13,-118.07
745.00,34.04,-118.05
746.00,34.07,-118.13
747.00,34.07,-118.13
748.00,34.07,-118.13
749.00,33.89,-118.25
750.00,33.97,-118.08
751.00,34.07,-117.91
752.00,34.13,-118.26
753.00,34.11,-118.18
754.00,34.05,-118.01
755.00,34.03,-117.88
756.00,33.93,-118.29
757.00,34.08,-118.22
758.00,33.88,-117.92
759.00,34.14,-117.87
760.00,34.06,-118.25
761.00,33.91,-118.25
762.00,34.07,-118.23
763.00,33.88,-118.16
764.00,34.11,-118.34
765.00,33.97,-118.10
766.00,34.12,-118.17
767.00,33.95,-118.12
768.00,33.97,-118.05
769.00,33.97,-118.08
770.00,34.26,-118.31
771.00,34.06,-118.21
772.00,33.94,-118.27
773.00,34.03,-118.22
774.00,33.97,-118.12
775.00,34.03,-118.04
776.00,33.95,-118.17
777.00,33.90,-118.13
778.00,34.18,-118.17
779.00,34.06,-118.22
780.00,33.92,-118.28
781.00,34.04,-118.22
782.00,33.98,-118.12
783.00,34.07,-118.20
784.00,33.95,-118.10
785.00,34.00,-118.15
786.00,33.87,-118.34
787.00,34.13,-118.08
788.00,34.06,-118.26
789.00,33.94,-118.32
790.00,34.08,-117.77
791.00,34.12,-117.88
792.00,34.12,-117.88
793.00,33.88,-118.03
794.00,34.12,-117.88
795.00,34.09,-117.92
796.00,34.07,-117.90
797.00,34.04,-118.17
798.00,34.03,-118.26
799.00,34.03,-118.26
800.00,34.03,-118.26
801.00,33.99,-118.16
802.00,33.90,-117.97
803.00,33.98,-118.30
804.00,34.07,-118.09
805.00,34.07,-117.96
806.00,33.89,-118.05
807.00,34.13,-118.11
808.00,34.10,-118.15
809.00,33.97,-118.08
810.00,34.15,-118.09
811.00,34.15,-118.09
812.00,34.15,-118.08
813.00,34.18,-118.32
814.00,34.06,-118.17
815.00,33.93,-118.25
816.00,33.93,-118.25
817.00,34.05,-118.27
818.00,33.92,-117.91
819.00,34.11,-118.26
820.00,33.93,-118.11
821.00,33.93,-117.99
822.00,33.88,-118.26
823.00,33.89,-118.30
824.00,33.87,-118.03
825.00,33.90,-117.83
826.00,34.08,-118.22
827.00,33.90,-117.83
828.00,33.87,-117.86
829.00,34.11,-117.90
830.00,33.87,-118.03
831.00,33.92,-117.91
832.00,33.92,-117.91
833.00,34.16,-118.16
834.00,34.16,-118.16
835.00,34.05,-118.21
836.00,33.88,-118.12
837.00,34.08,-118.26
838.00,34.05,-118.24
839.00,34.06,-118.28
840.00,34.22,-118.24
841.00,33.87,-118.01
842.00,33.87,-118.00
843.00,34.03,-118.21
844.00,34.15,-118.04
845.00,34.02,-117.98
846.00,34.15,-118.09
847.00,33.92,-117.85
848.00,34.15,-118.10
849.00,34.10,-117.84
850.00,34.00,-118.17
851.00,34.08,-118.03
852.00,34.02,-118.04
853.00,34.05,-118.25
854.00,34.15,-118.28
855.00,34.15,-118.03
856.00,33.99,-117.91
857.00,34.27,-118.31
858.00,34.26,-118.31
859.00,34.12,-118.20
860.00,34.03,-118.11
861.00,33.87,-118.26
862.00,34.06,-117.80
863.00,34.06,-118.34
864.00,34.04,-118.08
865.00,33.95,-118.09
866.00,34.10,-118.34
867.00,34.04,-118.06
868.00,33.89,-118.21
869.00,34.06,-118.25
870.00,34.11,-117.82
871.00,34.07,-117.81
872.00,34.11,-117.82
873.00,33.92,-118.13
874.00,34.02,-118.15
875.00,33.87,-118.29
876.00,34.06,-118.24
877.00,33.90,-118.19
878.00,33.96,-118.23
879.00,34.08,-117.97
880.00,33.99,-118.07
881.00,34.14,-117.99
882.00,34.02,-118.20
883.00,33.99,-118.14
884.00,33.91,-118.13
885.00,33.99,-118.14
886.00,34.00,-118.15
887.00,33.91,-118.27
888.00,34.08,-118.11
889.00,33.90,-118.22
890.00,34.15,-118.11
891.00,34.15,-118.11
892.00,34.15,-118.11
893.00,34.15,-118.07
894.00,33.93,-117.88
895.00,33.94,-117.88
896.00,33.94,-118.14
897.00,34.15,-118.12
898.00,34.13,-118.35
899.00,34.12,-118.27
900.00,33.98,-118.08
901.00,34.18,-118.32
902.00,34.07,-117.79
903.00,34.12,-118.23
904.00,34.06,-118.23
905.00,34.14,-118.27
906.00,34.10,-118.25
907.00,34.00,-118.06
908.00,34.04,-118.23
909.00,34.08,-118.07
910.00,33.96,-118.11
911.00,34.07,-118.27
912.00,34.14,-118.18
913.00,34.02,-118.16
914.00,33.98,-118.28
915.00,34.13,-118.05
916.00,33.97,-118.28
917.00,33.96,-118.00
918.00,33.97,-118.06
919.00,34.05,-118.35
920.00,34.04,-117.93
921.00,34.07,-118.13
922.00,34.07,-118.14
923.00,33.89,-118.04
924.00,34.15,-118.23
925.00,34.15,-118.23
926.00,34.15,-118.32
927.00,33.92,-118.29
928.00,34.11,-117.96
929.00,34.12,-117.77
930.00,34.11,-117.97
931.00,33.90,-118.19
932.00,34.04,-118.03
933.00,34.01,-117.82
934.00,34.06,-118.34
935.00,34.13,-117.85
936.00,34.16,-118.24
937.00,34.03,-118.29
938.00,34.10,-118.13
939.00,33.88,-118.18
940.00,33.94,-118.28
941.00,34.17,-118.16
942.00,34.17,-118.16
943.00,34.17,-118.16
944.00,33.87,-118.22
945.00,34.03,-117.81
946.00,34.05,-118.32
947.00,34.12,-118.16
948.00,34.12,-118.16
949.00,33.98,-118.19
950.00,34.06,-118.00
951.00,34.06,-118.00
952.00,34.06,-118.25
953.00,34.06,-118.00
954.00,34.06,-118.00
955.00,34.13,-118.05
956.00,33.89,-117.82
957.00,34.03,-118.22
958.00,34.19,-118.18
959.00,34.03,-118.22
960.00,34.03,-118.16
961.00,34.03,-118.16
962.00,34.04,-118.25
963.00,34.05,-118.25
964.00,34.05,-118.32
965.00,34.04,-118.17
966.00,34.09,-118.10
967.00,34.02,-118.24
968.00,34.02,-118.24
969.00,34.07,-118.04
970.00,34.07,-118.04
971.00,34.07,-118.04
972.00,34.07,-118.04
973.00,34.01,-118.06
974.00,33.90,-118.29
975.00,34.03,-118.22
976.00,34.06,-118.00
977.00,33.95,-118.08
978.00,34.07,-118.23
979.00,34.05,-118.34
980.00,34.12,-117.82
981.00,34.05,-118.23
982.00,34.01,-117.97
983.00,33.99,-118.28
984.00,33.95,-118.28
985.00,34.06,-118.25
986.00,34.03,-118.21
987.00,33.94,-118.25
988.00,34.06,-118.16
989.00,34.07,-118.26
990.00,34.07,-118.15
991.00,34.07,-118.15
992.00,33.94,-118.10
993.00,34.18,-118.10
994.00,34.14,-118.00
995.00,33.97,-118.25
996.00,33.93,-118.33
997.00,34.03,-118.23
998.00,34.04,-118.27
999.00,33.88,-118.08
1000.00,33.91,-118.01
1001.00,33.88,-118.08
1002.00,34.07,-118.07
1003.00,34.06,-118.11
1004.00,34.26,-118.30
1005.00,33.87,-118.00
1006.00,34.15,-118.22
1007.00,33.96,-118.32
1008.00,34.13,-117.99
1009.00,34.04,-118.24
1010.00,34.08,-118.19
1011.00,33.93,-118.22
1012.00,34.08,-118.19
1013.00,34.08,-118.19
1014.00,34.13,-118.20
1015.00,34.06,-118.16
1016.00,34.07,-118.26
1017.00,34.12,-117.82
1018.00,34.12,-117.82
1019.00,34.12,-117.83
1020.00,34.12,-117.83
1021.00,34.08,-118.29
1022.00,33.89,-118.07
1023.00,34.08,-118.14
1024.00,34.26,-118.30
1025.00,34.08,-118.15
1026.00,33.93,-118.24
1027.00,33.92,-117.88
1028.00,33.99,-118.28
1029.00,33.99,-118.28
1030.00,33.98,-118.28
1031.00,33.92,-117.95
1032.00,33.89,-118.26
1033.00,33.89,-118.27
1034.00,34.09,-117.99
1035.00,34.07,-117.80
1036.00,34.06,-117.81
1037.00,34.05,-118.23
1038.00,34.04,-118.15
1039.00,34.07,-118.23
1040.00,33.88,-117.75
1041.00,33.88,-117.75
1042.00,34.01,-118.10
1043.00,34.04,-118.31
1044.00,33.93,-118.24
1045.00,34.19,-118.33
1046.00,34.06,-117.94
1047.00,33.87,-118.24
1048.00,33.87,-118.25
1049.00,34.17,-118.30
1050.00,34.08,-118.30
1051.00,33.93,-118.11
1052.00,34.20,-118.20
1053.00,34.18,-118.32
1054.00,33.87,-118.31
1055.00,33.93,-117.90
1056.00,34.11,-118.27
1057.00,34.01,-117.98
1058.00,34.08,-117.93
1059.00,34.12,-117.87
1060.00,34.08,-118.28
1061.00,34.14,-117.98
1062.00,34.06,-118.16
1063.00,33.91,-118.29
1064.00,33.90,-117.84
1065.00,34.15,-118.24
1066.00,33.93,-118.29
1067.00,33.97,-118.08
1068.00,34.07,-117.93
1069.00,33.93,-118.28
1070.00,34.03,-118.17
1071.00,34.03,-118.17
